SHOP_NAME,LAT,LON
Customer7442,23.05219,72.62278
Customer7443,23.05219,72.62278
Customer7444,21.63945,69.6096602
Customer7445,21.70442,72.97406
Customer7446,22.723235,71.58313512
Customer7447,22.69656704,72.876425
Customer7448,22.954905,72.5558565
Customer7449,23.04483649,72.665105
Customer7450,23.219145,72.65202583
Customer7451,21.71125,72.97892303
Customer7452,21.72494063,72.17492266
Customer7453,21.19901,72.82553
Customer7454,23.32528743,72.73248
Customer7455,23.08371808,72.54711263
Customer7456,23.09678,72.58728
Customer7457,21.1721096,72.82375165
Customer7458,21.770545,72.14123503
Customer7459,22.31219999,73.16978999
Customer7460,23.05491,72.63833329
Customer7461,21.24848296,72.960095
Customer7462,21.23014686,72.926395
Customer7463,20.45039704,72.92964
Customer7464,23.225335,72.62822221
Customer7465,23.10285266,72.59846335
Customer7466,23.08496689,72.6454374
Customer7467,23.05751,72.48768671
Customer7468,23.19331464,72.53587939
Customer7469,23.03485,72.51088
Customer7470,23.03485,72.51088
Customer7471,21.74180314,73.02671589
Customer7472,21.18175427,72.82767367
Customer7473,22.85058,69.43548729
Customer7474,22.37336402,73.23366214
Customer7475,22.30571761,70.77169262
Customer7476,23.08614,72.65253367
Customer7477,21.197875,72.82969921
Customer7478,23.08241,72.5339
Customer7479,23.01288075,72.54132207
Customer7480,22.19425854,73.26445672
Customer7481,22.19425854,73.26445672
Customer7482,23.09258403,72.546535
Customer7483,23.07683833,72.572
Customer7484,23.05396759,72.64793869
Customer7485,23.05422104,72.64646891
Customer7486,21.23014686,72.926395
Customer7487,22.30848,73.23462
Customer7488,23.115735,72.58596506
Customer7489,23.115735,72.58596506
Customer7490,23.09696,72.54813
Customer7491,23.02485,72.52212125
Customer7492,23.03495,72.55426781
Customer7493,21.32651,72.01283429
Customer7494,23.56321117,72.37387969
Customer7495,23.06626,70.0816
Customer7496,21.21105447,72.86237873
Customer7497,21.21105447,72.86237873
Customer7498,23.024165,72.46689135
Customer7499,20.622325,72.92048
Customer7500,20.362665,73.00192374
Customer7501,23.02302,73.07113
Customer7502,23.10368,72.51640918
Customer7503,23.0756,72.65325
Customer7504,23.10148599,72.53998617
Customer7505,22.996025,72.60980038
Customer7506,21.17482402,72.80343461
Customer7507,21.13124247,72.85122754
Customer7508,21.13124247,72.85122754
Customer7509,23.01408825,72.611195
Customer7510,23.09258403,72.546535
Customer7511,23.00639998,72.55658999
Customer7512,22.24654379,73.1146857
Customer7513,23.01408825,72.611195
Customer7514,23.01408825,72.611195
Customer7515,21.62243451,73.00948875
Customer7516,23.219145,72.65202583
Customer7517,23.00648285,72.52139042
Customer7518,23.00648285,72.52139042
Customer7519,23.03332002,72.63596996
Customer7520,22.53060824,73.46545913
Customer7521,22.53060824,73.46545913
Customer7522,23.60996,72.38547355
Customer7523,21.19040002,72.86041998
Customer7524,21.47608,74.14454841
Customer7525,21.63945,69.6096602
Customer7526,22.41151,72.89931
Customer7527,21.770545,72.14123503
Customer7528,23.05142,72.68544
Customer7529,21.22861,72.85849
Customer7530,23.29988,72.33894
Customer7531,21.18850592,72.83447421
Customer7532,21.14619,72.97979325
Customer7533,23.16752356,72.58518428
Customer7534,23.10148599,72.53998617
Customer7535,23.0079073,72.50550622
Customer7536,22.996025,72.60980038
Customer7537,23.14321506,72.77095792
Customer7538,21.11966,72.76238582
Customer7539,22.996025,72.60980038
Customer7540,23.083995,72.7343972
Customer7541,23.02019687,72.65955095
Customer7542,22.73909136,71.62587154
Customer7543,22.26495633,73.217325
Customer7544,22.30806,73.23238998
Customer7545,22.99867,72.51874
Customer7546,20.35515371,72.93067
Customer7547,20.35515371,72.93067
Customer7548,21.181335,72.83338661
Customer7549,23.05739,72.67691
Customer7550,21.770545,72.14123503
Customer7551,23.16733649,72.58702192
Customer7552,21.1773898,72.810285
Customer7553,20.90499001,70.36703001
Customer7554,23.07944,72.50616
Customer7555,22.44357662,73.097145
Customer7556,21.23052,72.90294
Customer7557,20.324405,72.9635803
Customer7558,21.23659,72.9012099
Customer7559,21.770545,72.14123503
Customer7560,22.55702,72.95183
Customer7561,21.16418,70.17388945
Customer7562,21.63255,73.09115448
Customer7563,23.00096942,72.5454347
Customer7564,23.25889,72.56596
Customer7565,23.19331464,72.53587939
Customer7566,21.71125,72.97892303
Customer7567,23.05325,72.59148997
Customer7568,20.70381119,72.89818
Customer7569,23.083995,72.7343972
Customer7570,23.21624191,72.663235
Customer7571,20.622325,72.92048
Customer7572,20.622325,72.92048
Customer7573,23.00253566,72.65092447
Customer7574,21.19893,72.78336194
Customer7575,21.44672629,72.91541642
Customer7576,23.001,72.62429
Customer7577,23.0733375,72.69305107
Customer7578,22.15335,71.56336325
Customer7579,22.08441481,69.27973
Customer7580,23.58335,72.97640166
Customer7581,22.89996484,72.483105
Customer7582,22.89996484,72.483105
Customer7583,22.89996484,72.483105
Customer7584,22.89996484,72.483105
Customer7585,22.55212,72.96396416
Customer7586,23.19331464,72.53587939
Customer7587,21.770545,72.14123503
Customer7588,23.0565,72.67569
Customer7589,22.55542817,70.68443
Customer7590,22.55542817,70.68443
Customer7591,21.16002975,72.79711004
Customer7592,21.08650254,72.74834612
Customer7593,23.061435,72.56146305
Customer7594,23.04483649,72.665105
Customer7595,21.08650254,72.74834612
Customer7596,23.219145,72.65202583
Customer7597,21.24848296,72.960095
Customer7598,22.32636553,73.17922
Customer7599,22.55212,72.96396416
Customer7600,22.30885092,73.20791064
Customer7601,22.38497359,72.68138
Customer7602,22.98879,72.58352125
Customer7603,22.28082693,73.1639554
Customer7604,22.99914337,72.629515
Customer7605,23.09258403,72.546535
Customer7606,21.70323324,72.9645283
Customer7607,22.29901144,73.26554946
Customer7608,21.2183885,72.90165345
Customer7609,21.2183885,72.90165345
Customer7610,21.15212,72.8065719
Customer7611,23.19554074,72.61100394
Customer7612,23.083995,72.7343972
Customer7613,23.083995,72.7343972
Customer7614,20.362665,73.00192374
Customer7615,22.98846895,70.050205
Customer7616,22.44313,69.96956472
Customer7617,23.03584,72.51757
Customer7618,23.06772,70.10471
Customer7619,23.05491,72.63833329
Customer7620,23.00096942,72.5454347
Customer7621,22.69656704,72.876425
Customer7622,20.96608719,73.04882
Customer7623,21.23014686,72.926395
Customer7624,23.098255,69.97608353
Customer7625,22.27222,73.19025457
Customer7626,23.09430333,72.56319
Customer7627,23.00112552,72.5862976
Customer7628,23.083995,72.7343972
Customer7629,22.34083002,73.14750997
Customer7630,22.34083002,73.14750997
Customer7631,21.770545,72.14123503
Customer7632,21.197875,72.82969921
Customer7633,24.10263342,73.074975
Customer7634,21.13821603,72.80432866
Customer7635,23.00522,72.52884
Customer7636,21.75643946,72.18361633
Customer7637,23.05060133,72.64874952
Customer7638,23.05060133,72.64874952
Customer7639,23.04185,72.57035
Customer7640,23.04185,72.57035
Customer7641,23.08335,72.5427
Customer7642,20.622325,72.92048
Customer7643,22.99274667,72.6064722
Customer7644,21.979095,71.49318726
Customer7645,21.770545,72.14123503
Customer7646,22.347995,73.09162277
Customer7647,22.822865,70.74106918
Customer7648,22.99336243,72.62172953
Customer7649,23.2269202,72.62066232
Customer7650,21.15684437,72.77476904
Customer7651,23.083995,72.7343972
Customer7652,23.083995,72.7343972
Customer7653,22.28141991,73.2201702
Customer7654,22.28141991,73.2201702
Customer7655,23.05491,72.63833329
Customer7656,23.02305,72.55614
Customer7657,23.04588564,72.66719403
Customer7658,23.04588564,72.66719403
Customer7659,23.08614,72.65253367
Customer7660,23.00270213,72.51776851
Customer7661,23.00270213,72.51776851
Customer7662,23.02637,72.58357
Customer7663,23.3120474,72.779395
Customer7664,21.181335,72.83338661
Customer7665,22.24861,73.19831
Customer7666,22.43268,73.35309628
Customer7667,22.43268,73.35309628
Customer7668,23.03958706,72.505125
Customer7669,23.09430333,72.56319
Customer7670,21.611715,73.02807393
Customer7671,23.16752356,72.58518428
Customer7672,23.04483649,72.665105
Customer7673,23.04483649,72.665105
Customer7674,23.03958706,72.505125
Customer7675,21.274225,72.94478798
Customer7676,20.7662469,72.96971238
Customer7677,21.181335,72.83338661
Customer7678,23.0744461,72.65662051
Customer7679,23.02081,72.58942143
Customer7680,23.00807,72.56934
Customer7681,23.05197954,72.50110169
Customer7682,23.05197954,72.50110169
Customer7683,23.07194001,72.64953004
Customer7684,23.61821,72.38204
Customer7685,24.17150398,72.42493556
Customer7686,21.18489674,72.82587817
Customer7687,23.05491,72.63833329
Customer7688,23.219145,72.65202583
Customer7689,22.32252135,73.12775839
Customer7690,23.16752356,72.58518428
Customer7691,23.16752356,72.58518428
Customer7692,23.3621,73.23570316
Customer7693,21.22512,72.88879004
Customer7694,23.061435,72.56146305
Customer7695,23.11344429,72.66563413
Customer7696,20.362665,73.00192374
Customer7697,22.25666777,73.20636193
Customer7698,22.29447784,70.75867179
Customer7699,22.15335,71.56336325
Customer7700,23.11344429,72.66563413
Customer7701,22.80791041,70.902115
Customer7702,22.94877,72.59265
Customer7703,20.91227,71.4632058
Customer7704,21.72800183,73.01567594
Customer7705,23.16752356,72.58518428
Customer7706,23.16752356,72.58518428
Customer7707,23.01546185,72.51654982
Customer7708,21.22132927,72.87836378
Customer7709,21.63945,69.6096602
Customer7710,23.00227667,72.57673472
Customer7711,22.99727314,72.55964473
Customer7712,23.07683833,72.572
Customer7713,21.21105447,72.86237873
Customer7714,22.69875961,72.83072476
Customer7715,22.69875961,72.83072476
Customer7716,22.31455,73.12814
Customer7717,23.11697986,72.58526146
Customer7718,21.63945,69.6096602
Customer7719,21.63945,69.6096602
Customer7720,23.06646998,72.65045004
Customer7721,22.410115,74.12114876
Customer7722,23.02034,72.52098
Customer7723,22.24559,73.21517
Customer7724,22.68320371,72.8665293
Customer7725,21.93877842,69.68454662
Customer7726,23.05521,72.5404
Customer7727,22.44313,69.96956472
Customer7728,21.18382,72.83179
Customer7729,22.996025,72.60980038
Customer7730,21.14153,72.87021382
Customer7731,22.29455167,73.24305
Customer7732,22.29455167,73.24305
Customer7733,22.29455167,73.24305
Customer7734,22.26992,70.44766
Customer7735,23.71641745,72.56701
Customer7736,22.26495633,73.217325
Customer7737,23.0805378,72.56628418
Customer7738,23.03591139,72.755795
Customer7739,21.14619,72.97979325
Customer7740,21.14619,72.97979325
Customer7741,21.14619,72.97979325
Customer7742,21.14619,72.97979325
Customer7743,23.03549,72.66339
Customer7744,22.26843489,70.79519253
Customer7745,23.751615,73.25675583
Customer7746,23.03754,72.52276
Customer7747,23.083995,72.7343972
Customer7748,22.29901144,73.26554946
Customer7749,23.03446526,72.50958881
Customer7750,23.06106214,72.6487378
Customer7751,20.76760675,72.99654542
Customer7752,23.86075,72.20057174
Customer7753,23.01727001,72.52326002
Customer7754,22.48016758,72.80025456
Customer7755,22.29901144,73.26554946
Customer7756,22.29901144,73.26554946
Customer7757,22.29901144,73.26554946
Customer7758,22.12373,73.43998919
Customer7759,22.12373,73.43998919
Customer7760,22.12373,73.43998919
Customer7761,23.86075,72.20057174
Customer7762,23.86075,72.20057174
Customer7763,23.86075,72.20057174
Customer7764,23.86075,72.20057174
Customer7765,23.11206435,72.58242161
Customer7766,20.362665,73.00192374
Customer7767,23.04560862,72.58338271
Customer7768,22.84949006,70.81669603
Customer7769,23.000865,72.55268816
Customer7770,23.05912015,70.1299
Customer7771,23.05912015,70.1299
Customer7772,23.10771365,72.60046364
Customer7773,21.18686,72.76502
Customer7774,23.06352,72.66909
Customer7775,21.678635,70.61098462
Customer7776,23.47302682,72.313395
Customer7777,21.20784958,72.86212811
Customer7778,21.145595,72.84126651
Customer7779,23.05200001,72.55644004
Customer7780,23.07327,72.66098
Customer7781,22.4928032,70.07164548
Customer7782,23.64129429,72.48652
Customer7783,22.3148,73.39747868
Customer7784,23.083995,72.7343972
Customer7785,23.05491,72.63833329
Customer7786,23.00327038,72.58265608
Customer7787,23.03670281,72.63103407
Customer7788,23.58335,72.97640166
Customer7789,23.16752356,72.58518428
Customer7790,23.08769784,72.58549959
Customer7791,22.80791041,70.902115
Customer7792,23.06564001,72.63821003
Customer7793,23.225335,72.62822221
Customer7794,23.04024,72.66969
Customer7795,23.11697986,72.58526146
Customer7796,23.04483649,72.665105
Customer7797,22.99914337,72.629515
Customer7798,21.230995,72.81827432
Customer7799,22.51460946,73.49607
Customer7800,23.04483649,72.665105
Customer7801,23.04483649,72.665105
Customer7802,21.23829991,72.91264972
Customer7803,20.792215,72.9964209
Customer7804,21.23829991,72.91264972
Customer7805,22.99674998,72.65299
Customer7806,22.27922845,70.7366
Customer7807,21.722875,72.6484209
Customer7808,21.722875,72.6484209
Customer7809,21.13704396,72.75836017
Customer7810,21.13704396,72.75836017
Customer7811,22.84534,72.30737
Customer7812,23.04182,72.64753
Customer7813,23.10175021,72.57546
Customer7814,21.2107,72.86348
Customer7815,21.2107,72.86348
Customer7816,21.2107,72.86348
Customer7817,22.056735,72.79760836
Customer7818,23.219145,72.65202583
Customer7819,23.92571569,72.36376766
Customer7820,23.05422104,72.64646891
Customer7821,21.92109927,73.07917526
Customer7822,21.770545,72.14123503
Customer7823,22.99657124,72.60556562
Customer7824,22.99657124,72.60556562
Customer7825,23.01203,72.52947
Customer7826,22.4928032,70.07164548
Customer7827,23.20239,72.63688996
Customer7828,23.083995,72.7343972
Customer7829,21.23014686,72.926395
Customer7830,22.26528348,73.13449166
Customer7831,21.19809551,72.87532999
Customer7832,22.51404,73.45393
Customer7833,23.08249716,72.5673508
Customer7834,22.822865,70.74106918
Customer7835,21.722875,72.6484209
Customer7836,21.722875,72.6484209
Customer7837,21.20343849,72.86756444
Customer7838,23.000865,72.55268816
Customer7839,23.32528743,72.73248
Customer7840,21.372845,72.77655058
Customer7841,21.372845,72.77655058
Customer7842,21.14153,72.87021382
Customer7843,21.22905995,72.81082149
Customer7844,23.05912015,70.1299
Customer7845,23.08614,72.65253367
Customer7846,22.80791041,70.902115
Customer7847,22.80791041,70.902115
Customer7848,22.80791041,70.902115
Customer7849,21.239665,72.87918497
Customer7850,22.98088232,72.63883911
Customer7851,23.92571569,72.36376766
Customer7852,23.05911624,72.5990109
Customer7853,23.00030001,72.55885997
Customer7854,23.08614,72.65253367
Customer7855,23.08614,72.65253367
Customer7856,23.05912015,70.1299
Customer7857,21.22829,72.81079
Customer7858,22.34485599,73.1730006
Customer7859,21.71872587,73.00517335
Customer7860,23.39744,72.82712874
Customer7861,23.02081,72.58942143
Customer7862,23.05422104,72.64646891
Customer7863,22.78645026,73.63737287
Customer7864,23.00635689,72.62256767
Customer7865,22.99552,72.66173
Customer7866,21.15518376,72.95979033
Customer7867,21.31833,73.58344738
Customer7868,23.61645252,72.35226722
Customer7869,21.19893,72.78336194
Customer7870,21.078825,72.86642289
Customer7871,23.05912015,70.1299
Customer7872,22.89996484,72.483105
Customer7873,22.89996484,72.483105
Customer7874,22.97795,72.60841
Customer7875,21.11966,72.76238582
Customer7876,22.97788001,72.60834003
Customer7877,23.14754203,72.54537707
Customer7878,21.57447,71.16976229
Customer7879,21.11966,72.76238582
Customer7880,22.30978405,73.29334
Customer7881,21.11966,72.76238582
Customer7882,22.2803171,73.15631558
Customer7883,23.083995,72.7343972
Customer7884,22.26256999,70.79009173
Customer7885,22.99203,72.65759
Customer7886,22.27222,73.19025457
Customer7887,22.31991823,72.696885
Customer7888,23.3364474,72.69087814
Customer7889,22.48782395,70.034835
Customer7890,23.377615,69.77227186
Customer7891,22.36552166,73.14214929
Customer7892,22.48782395,70.034835
Customer7893,21.20044,72.76476
Customer7894,21.16927,72.83496
Customer7895,20.48968,73.00456643
Customer7896,20.48968,73.00456643
Customer7897,20.48968,73.00456643
Customer7898,20.48968,73.00456643
Customer7899,23.02954,72.64733
Customer7900,21.22011001,72.89176
Customer7901,21.22011001,72.89176
Customer7902,21.22011001,72.89176
Customer7903,20.947965,72.86557417
Customer7904,23.04483649,72.665105
Customer7905,23.115735,72.58596506
Customer7906,22.999655,72.66437641
Customer7907,23.02081,72.58942143
Customer7908,22.410115,74.12114876
Customer7909,23.19902206,72.726395
Customer7910,23.01306,72.51298
Customer7911,22.73087217,72.87553
Customer7912,21.21156998,72.86438001
Customer7913,22.27749375,73.23522633
Customer7914,21.19833773,72.86783836
Customer7915,21.19833773,72.86783836
Customer7916,21.770545,72.14123503
Customer7917,22.32711557,73.169285
Customer7918,21.11966,72.76238582
Customer7919,21.197495,72.87094145
Customer7920,22.9996812,72.61896434
Customer7921,21.197495,72.87094145
Customer7922,21.197495,72.87094145
Customer7923,22.80791041,70.902115
Customer7924,21.19893,72.78336194
Customer7925,21.19893,72.78336194
Customer7926,23.01129604,72.56843963
Customer7927,23.03265519,72.61198
Customer7928,21.19810581,72.82091417
Customer7929,23.083995,72.7343972
Customer7930,23.02298999,72.52381004
Customer7931,21.67935749,72.15212866
Customer7932,23.05491,72.63833329
Customer7933,23.377615,69.77227186
Customer7934,23.10873784,72.5516721
Customer7935,24.17150398,72.42493556
Customer7936,21.770545,72.14123503
Customer7937,22.792555,71.52726955
Customer7938,22.792555,71.52726955
Customer7939,22.792555,71.52726955
Customer7940,21.145595,72.84126651
Customer7941,21.15037,72.87355
Customer7942,23.14427669,72.63866568
Customer7943,23.112141,72.55458923
Customer7944,21.46574784,72.95311347
Customer7945,24.12214351,73.36816312
Customer7946,23.06065593,72.67440511
Customer7947,23.083995,72.7343972
Customer7948,23.11697986,72.58526146
Customer7949,22.9065,72.23310076
Customer7950,22.46490391,70.0493562
Customer7951,22.46490391,70.0493562
Customer7952,21.197495,72.87094145
Customer7953,23.06765,72.54148
Customer7954,23.03575,72.51874
Customer7955,23.219145,72.65202583
Customer7956,23.07756,72.66863
Customer7957,21.716385,69.7997168
Customer7958,23.05137,72.54039
Customer7959,20.48968,73.00456643
Customer7960,23.10387859,72.60935871
Customer7961,23.03893,72.65286
Customer7962,20.2933032,72.85179505
Customer7963,23.083995,72.7343972
Customer7964,23.59627767,72.97375148
Customer7965,22.954905,72.5558565
Customer7966,22.954905,72.5558565
Customer7967,21.20828684,72.82985192
Customer7968,23.05912015,70.1299
Customer7969,23.05912015,70.1299
Customer7970,23.05912015,70.1299
Customer7971,22.29838237,73.21073086
Customer7972,21.197875,72.82969921
Customer7973,23.20764001,72.64268001
Customer7974,23.098805,72.53159498
Customer7975,23.098805,72.53159498
Customer7976,23.24272531,72.48232935
Customer7977,23.05491,72.63833329
Customer7978,21.197495,72.87094145
Customer7979,21.770545,72.14123503
Customer7980,21.55623825,71.01388468
Customer7981,21.55623825,71.01388468
Customer7982,22.26982669,73.18750571
Customer7983,23.16752356,72.58518428
Customer7984,23.16752356,72.58518428
Customer7985,22.28013638,73.18709704
